	target	target_accession	query	query_accesion	full_evalue	full_score	full_bias	best_evalue	best_score	best_bias	exp	reg	clu	ov	env	dom	rep	inc	description	taxid	organism	id	gi	db	status	length	tax_id	superkingdom	phylum	class	order	family	genus	species	cohort	forma	infraclass	infraorder	kingdom	no rank	no rank1	no rank10	no rank11	no rank12	no rank13	no rank14	no rank15	no rank16	no rank17	no rank18	no rank19	no rank2	no rank20	no rank21	no rank22	no rank3	no rank4	no rank5	no rank6	no rank7	no rank8	no rank9	parvorder	species group	species subgroup	subclass	subfamily	subgenus	subkingdom	suborder	subphylum	subspecies	subtribe	superclass	superfamily	superorder	superphylum	tribe	varietas
2008953	CMY-LAT-MOX-ACT-MIR-FOX	RF0057	YP_009023020.1	-	2.999999999999998e-237	779.5	2.0	3.3999999999999986e-237	779.3	2.0	1.0	1.0	0	0	1	1	1	1	A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c) [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	573	Klebsiella pneumoniae	YP_009023020.1	609266960	bacteria|complete|plasmid	PROVISIONAL	381	573.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae						cellular organisms																																							
2009364	AAC6-Ib	RF0005	YP_009023053.1	-	2.1999999999999993e-133	434.3	0.1	2.4999999999999996e-133	434.1	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	573	Klebsiella pneumoniae	YP_009023053.1	609266993	bacteria|complete|plasmid	PROVISIONAL	207	573.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae						cellular organisms																																							
2009775	ArmA_Rmt	RF0174	YP_009023058.1	-	3.0999999999999994e-108	353.8	0.0	3.6e-108	353.6	0.0	1.0	1.0	0	0	1	1	1	1	16S rRNA methyltransferase providing aminoglycoside resistance	573	Klebsiella pneumoniae	YP_009023058.1	609266998	bacteria|complete|plasmid	PROVISIONAL	281	573.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae						cellular organisms																																							
2010186	NDM-CcrA	RF0108	YP_009023060.1	-	3.6999999999999994e-111	363.3	0.1	4.199999999999998e-111	363.1	0.1	1.0	1.0	0	0	1	1	1	1	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	573	Klebsiella pneumoniae	YP_009023060.1	609267000	bacteria|complete|plasmid	PROVISIONAL	270	573.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae						cellular organisms																																							
2010597	AAC6-Ib	RF0005	YP_009023097.1	-	1.7999999999999997e-130	424.8	0.1	1.9999999999999994e-130	424.7	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	562	Escherichia coli	YP_009023097.1	608786594	bacteria|complete|plasmid	PROVISIONAL	199	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2013680	ClassD	RF0056	YP_009023098.1	-	2.4999999999999998e-85	278.6	4.2	3.0999999999999997e-85	278.3	4.2	1.0	1.0	0	0	1	1	1	1	Class D beta-lactamases [ARO:3000075;ARO:3000017]	562	Escherichia coli	YP_009023098.1	608786595	bacteria|complete|plasmid	PROVISIONAL	291	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2016763	Chlor_Acetyltrans_CAT	RF0050	YP_009023099.1	-	2.5e-53	173.8	0.0	3.1999999999999996e-53	173.5	0.0	1.1	1.0	0	0	1	1	1	1	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	562	Escherichia coli	YP_009023099.1	608786596	bacteria|complete|plasmid	PROVISIONAL	210	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2019846	NDM-CcrA	RF0108	YP_009023108.1	-	2.399999999999999e-108	354.1	0.1	2.6e-108	354.0	0.1	1.0	1.0	0	0	1	1	1	1	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	562	Escherichia coli	YP_009023108.1	608786605	bacteria|complete|plasmid	PROVISIONAL	244	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2022929	Qnr	RF0113	YP_009023114.1	-	1.9999999999999996e-136	445.5	11.9	2.1999999999999997e-136	445.3	11.9	1.0	1.0	0	0	1	1	1	1	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	562	Escherichia coli	YP_009023114.1	608786611	bacteria|complete|plasmid	PROVISIONAL	218	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2026012	TetA	RF0127	YP_009023145.1	-	6.099999999999998e-210	689.9	25.6	6.799999999999998e-210	689.7	25.6	1.0	1.0	0	0	1	1	1	1	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	562	Escherichia coli	YP_009023145.1	608786642	bacteria|complete|plasmid	PROVISIONAL	399	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2029095	AAC6-Ib	RF0005	YP_009023186.1	-	1.7999999999999997e-130	424.8	0.1	1.9999999999999994e-130	424.7	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	562	Escherichia coli	YP_009023186.1	608786684	bacteria|complete|plasmid	PROVISIONAL	199	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2032178	ClassD	RF0056	YP_009023187.1	-	2.4999999999999998e-85	278.6	4.2	3.0999999999999997e-85	278.3	4.2	1.0	1.0	0	0	1	1	1	1	Class D beta-lactamases [ARO:3000075;ARO:3000017]	562	Escherichia coli	YP_009023187.1	608786685	bacteria|complete|plasmid	PROVISIONAL	291	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2035261	Chlor_Acetyltrans_CAT	RF0050	YP_009023188.1	-	2.5e-53	173.8	0.0	3.1999999999999996e-53	173.5	0.0	1.1	1.0	0	0	1	1	1	1	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	562	Escherichia coli	YP_009023188.1	608786686	bacteria|complete|plasmid	PROVISIONAL	210	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2038344	Qnr	RF0113	YP_009023195.1	-	1.9999999999999996e-136	445.5	11.9	2.1999999999999997e-136	445.3	11.9	1.0	1.0	0	0	1	1	1	1	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	562	Escherichia coli	YP_009023195.1	608786693	bacteria|complete|plasmid	PROVISIONAL	218	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2041427	TetA	RF0127	YP_009023226.1	-	6.099999999999998e-210	689.9	25.6	6.799999999999998e-210	689.7	25.6	1.0	1.0	0	0	1	1	1	1	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	562	Escherichia coli	YP_009023226.1	608786724	bacteria|complete|plasmid	PROVISIONAL	399	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2044510	TetA-B	RF0128	YP_009023315.1	-	7.299999999999995e-278	913.7	30.6	8.199999999999995e-278	913.6	30.6	1.0	1.0	0	0	1	1	1	1	tetA(B): tetracycline resistance MFS efflux pump [ARO:3000165]	575	Raoultella planticola	YP_009023315.1	608786933	bacteria|complete|plasmid	PROVISIONAL	407	575.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella planticola						cellular organisms																																							
2044513	Chlor_Acetyltrans_CAT	RF0050	YP_009023516.1	-	2.8000000000000003e-53	173.7	0.0	3.6e-53	173.3	0.0	1.1	1.0	0	0	1	1	1	1	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	575	Raoultella planticola	YP_009023516.1	608787134	bacteria|complete|plasmid	PROVISIONAL	210	575.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella planticola						cellular organisms																																							
2044516	ANT3	RF0027	YP_009023529.1	-	5.799999999999998e-168	549.7	0.8	6.899999999999998e-168	549.5	0.8	1.1	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	575	Raoultella planticola	YP_009023529.1	608787147	bacteria|complete|plasmid	PROVISIONAL	335	575.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella planticola						cellular organisms																																							
2044519	CTXM	RF0059	YP_009023541.1	-	4.799999999999998e-187	613.1	4.5	5.399999999999998e-187	612.9	4.5	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	575	Raoultella planticola	YP_009023541.1	608787159	bacteria|complete|plasmid	PROVISIONAL	283	575.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella planticola						cellular organisms																																							
2044522	NDM-CcrA	RF0108	YP_009023547.1	-	3.6999999999999994e-111	363.3	0.1	4.199999999999998e-111	363.1	0.1	1.0	1.0	0	0	1	1	1	1	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	575	Raoultella planticola	YP_009023547.1	608787165	bacteria|complete|plasmid	PROVISIONAL	270	575.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella planticola						cellular organisms																																							
2044907	SHV-LEN	RF0119	YP_009023652.1	-	8.199999999999996e-204	667.9	2.6	9.199999999999995e-204	667.8	2.6	1.0	1.0	0	0	1	1	1	1	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	550	Enterobacter cloacae	YP_009023652.1	608786778	bacteria|complete|plasmid	PROVISIONAL	286	550.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae						cellular organisms																								Enterobacter cloacae complex															
2044953	NDM-CcrA	RF0108	YP_009023661.1	-	3.6999999999999994e-111	363.3	0.1	4.199999999999998e-111	363.1	0.1	1.0	1.0	0	0	1	1	1	1	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	550	Enterobacter cloacae	YP_009023661.1	608786787	bacteria|complete|plasmid	PROVISIONAL	270	550.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae						cellular organisms																								Enterobacter cloacae complex															
2044999	CMY-LAT-MOX-ACT-MIR-FOX	RF0057	YP_009023706.1	-	2.6999999999999992e-238	782.9	2.2	3.099999999999998e-238	782.7	2.2	1.0	1.0	0	0	1	1	1	1	A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c) [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	1401642	Salmonella enterica subsp. enterica serovar Typhimurium str. STM709	YP_009023706.1	609260820	bacteria|complete|plasmid	PROVISIONAL	381																																																					
2045000	CTXM	RF0059	YP_009023811.1	-	1.4999999999999994e-192	631.1	4.4	1.6999999999999992e-192	631.0	4.4	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	1408253	Escherichia coli H89	YP_009023811.1	609262309	bacteria|complete|plasmid	PROVISIONAL	291																																																					
2045001	NDM-CcrA	RF0108	YP_009059936.1	-	3.6999999999999994e-111	363.3	0.1	4.199999999999998e-111	363.1	0.1	1.0	1.0	0	0	1	1	1	1	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	562	Escherichia coli	YP_009059936.1	689862374	bacteria|complete|plasmid	PROVISIONAL	270	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2048084	CTXM	RF0059	YP_009059993.1	-	3.4999999999999986e-192	629.9	4.3	3.899999999999998e-192	629.8	4.3	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	562	Escherichia coli	YP_009059993.1	689862948	bacteria|complete|plasmid	PROVISIONAL	291	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2051167	msbA	RF0107	YP_009060094.1	-	5.599999999999998e-211	694.5	1.8	1.5999999999999998e-108	356.2	0.0	2.0	2.0	0	0	2	2	0	0	msbA: ATP-binding cassette (ABC) antibiotic efflux pump [ARO:3000460]	562	Escherichia coli	YP_009060094.1	689926317	bacteria|complete|plasmid	PROVISIONAL	1189	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2054250	TetA	RF0127	YP_009060101.1	-	1.899999999999999e-212	698.2	25.7	2.0999999999999994e-212	698.0	25.7	1.0	1.0	0	0	1	1	1	1	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	562	Escherichia coli	YP_009060101.1	689926324	bacteria|complete|plasmid	PROVISIONAL	399	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2057333	ANT3	RF0027	YP_009060116.1	-	5.599999999999999e-169	553.0	1.2	6.199999999999998e-169	552.9	1.2	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	562	Escherichia coli	YP_009060116.1	689926339	bacteria|complete|plasmid	PROVISIONAL	263	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2060416	APH3'	RF0173	YP_009060352.1	-	1.2999999999999998e-88	290.0	1.0	1.3999999999999996e-88	289.8	1.0	1.0	1.0	0	0	1	1	1	1	Broad-spectrum Aminoglycoside Phosphotransferase	471	Acinetobacter calcoaceticus	YP_009060352.1	689923582	bacteria|complete|plasmid	PROVISIONAL	259	471.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter calcoaceticus						cellular organisms																								Acinetobacter calcoaceticus/baumannii complex															
2060427	NDM-CcrA	RF0108	YP_009060354.1	-	3.6999999999999994e-111	363.3	0.1	4.199999999999998e-111	363.1	0.1	1.0	1.0	0	0	1	1	1	1	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	471	Acinetobacter calcoaceticus	YP_009060354.1	689923584	bacteria|complete|plasmid	PROVISIONAL	270	471.0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter calcoaceticus						cellular organisms																								Acinetobacter calcoaceticus/baumannii complex															
2060438	APH6	RF0034	YP_009060373.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	562	Escherichia coli	YP_009060373.1	689926934	bacteria|complete|plasmid	PROVISIONAL	278	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2063521	APH3''	RF0172	YP_009060374.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	562	Escherichia coli	YP_009060374.1	689926935	bacteria|complete|plasmid	PROVISIONAL	267	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2066604	TetA-B	RF0128	YP_009060383.1	-	4.1999999999999984e-278	914.5	30.6	4.699999999999998e-278	914.4	30.6	1.0	1.0	0	0	1	1	1	1	tetA(B): tetracycline resistance MFS efflux pump [ARO:3000165]	562	Escherichia coli	YP_009060383.1	689926944	bacteria|complete|plasmid	PROVISIONAL	401	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2069687	TEM	RF0126	YP_009060387.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	562	Escherichia coli	YP_009060387.1	689926948	bacteria|complete|plasmid	PROVISIONAL	286	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2072770	TEM	RF0126	YP_009060444.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	562	Escherichia coli	YP_009060444.1	689927749	bacteria|complete|plasmid	PROVISIONAL	286	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2085133	TetM-TetW-TetO-TetS	RF0133	YP_009060519.1	-	0.0	1215.1	3.2	0.0	1214.9	3.2	1.0	1.0	0	0	1	1	1	1	tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein [ARO:3000186;ARO:3000194;ARO:3000190;ARO:3000192]	1360	Lactococcus lactis subsp. lactis	YP_009060519.1	689913704	bacteria|complete|plasmid	PROVISIONAL	646																																																					
2085246	SHV-LEN	RF0119	YP_009060530.1	-	8.399999999999996e-204	667.9	2.6	9.399999999999997e-204	667.7	2.6	1.0	1.0	0	0	1	1	1	1	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	562	Escherichia coli	YP_009060530.1	689928412	bacteria|complete|plasmid	PROVISIONAL	288	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2088329	Qnr	RF0113	YP_009060575.1	-	6.1e-123	401.4	8.6	6.799999999999999e-123	401.3	8.6	1.0	1.0	0	0	1	1	1	1	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	562	Escherichia coli	YP_009060575.1	689928371	bacteria|complete|plasmid	PROVISIONAL	218	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2091412	ClassA	RF0053	YP_009060579.1	-	1.0999999999999996e-111	365.3	0.0	1.1999999999999998e-111	365.2	0.0	1.0	1.0	0	0	1	1	1	1	Class A beta-lactamase [ARO:3000078]	562	Escherichia coli	YP_009060579.1	689928416	bacteria|complete|plasmid	PROVISIONAL	285	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2094495	TEM	RF0126	YP_009060580.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	562	Escherichia coli	YP_009060580.1	689928417	bacteria|complete|plasmid	PROVISIONAL	286	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2097578	KPC	RF0083	YP_009060587.1	-	3.399999999999999e-209	685.8	3.6	3.7999999999999983e-209	685.6	3.6	1.0	1.0	0	0	1	1	1	1	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	562	Escherichia coli	YP_009060587.1	689928418	bacteria|complete|plasmid	PROVISIONAL	293	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2100661	APH6	RF0034	YP_009060622.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	562	Escherichia coli	YP_009060622.1	689932288	bacteria|complete|plasmid	PROVISIONAL	278	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2103744	APH3''	RF0172	YP_009060623.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	562	Escherichia coli	YP_009060623.1	689932289	bacteria|complete|plasmid	PROVISIONAL	267	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2106827	APH6	RF0034	YP_009060625.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	562	Escherichia coli	YP_009060625.1	689932746	bacteria|complete|plasmid	PROVISIONAL	278	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2109910	APH3''	RF0172	YP_009060626.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	562	Escherichia coli	YP_009060626.1	689932747	bacteria|complete|plasmid	PROVISIONAL	267	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2113325	CTXM	RF0059	YP_009061062.1	-	5.299999999999997e-192	629.3	4.0	5.899999999999997e-192	629.2	4.0	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	562	Escherichia coli	YP_009061062.1	689936224	bacteria|complete|plasmid	PROVISIONAL	291	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2116408	ANT3	RF0027	YP_009061087.1	-	2.499999999999999e-168	550.9	0.8	2.7999999999999993e-168	550.7	0.8	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	562	Escherichia coli	YP_009061087.1	689936739	bacteria|complete|plasmid	PROVISIONAL	263	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2119491	TEM	RF0126	YP_009061207.1	-	4.599999999999998e-204	668.7	0.0	5.199999999999998e-204	668.6	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	562	Escherichia coli	YP_009061207.1	689937439	bacteria|complete|plasmid	PROVISIONAL	286	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2122574	CTXM	RF0059	YP_009061308.1	-	1.4999999999999994e-192	631.1	4.4	1.6999999999999992e-192	631.0	4.4	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	562	Escherichia coli	YP_009061308.1	689938237	bacteria|complete|plasmid	PROVISIONAL	291	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2125657	AAC3	RF0002	YP_009061310.1	-	3.3999999999999996e-146	478.6	0.4	3.899999999999999e-146	478.4	0.4	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	562	Escherichia coli	YP_009061310.1	689938239	bacteria|complete|plasmid	PROVISIONAL	286	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2128740	TEM	RF0126	YP_009061316.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	562	Escherichia coli	YP_009061316.1	689938245	bacteria|complete|plasmid	PROVISIONAL	286	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2131823	CTXM	RF0059	YP_009061420.1	-	5.299999999999997e-192	629.3	4.0	5.899999999999997e-192	629.2	4.0	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	562	Escherichia coli	YP_009061420.1	689938850	bacteria|complete|plasmid	PROVISIONAL	291	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2134906	ANT3	RF0027	YP_009061437.1	-	8.299999999999998e-169	552.5	1.1	9.299999999999997e-169	552.3	1.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	562	Escherichia coli	YP_009061437.1	689938867	bacteria|complete|plasmid	PROVISIONAL	263	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2137989	ANT3	RF0027	YP_009061546.1	-	1.5999999999999997e-145	476.2	0.1	1.6999999999999996e-145	476.0	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	562	Escherichia coli	YP_009061546.1	689939344	bacteria|complete|plasmid	PROVISIONAL	262	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2141072	CTXM	RF0059	YP_009061643.1	-	5.299999999999997e-192	629.3	4.0	5.899999999999997e-192	629.2	4.0	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	562	Escherichia coli	YP_009061643.1	689939441	bacteria|complete|plasmid	PROVISIONAL	291	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
2144155	CTXM	RF0059	YP_009061676.1	-	5.299999999999997e-192	629.3	4.0	5.899999999999997e-192	629.2	4.0	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	562	Escherichia coli	YP_009061676.1	689939888	bacteria|complete|plasmid	PROVISIONAL	291	562.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli						cellular organisms																																							
