	target	target_accession	query	query_accesion	full_evalue	full_score	full_bias	best_evalue	best_score	best_bias	exp	reg	clu	ov	env	dom	rep	inc	description	taxid	organism	id	gi	db	status	length
1701	KPC	RF0083	YP_009067778.1	-	3.8999999999999984e-209	685.6	4.0	4.3999999999999975e-209	685.4	4.0	1.0	1.0	0	0	1	1	1	1	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	573	Klebsiella pneumoniae	YP_009067778.1	691243399	bacteria|complete|plasmid	PROVISIONAL	293
1702	AAC6-Ib	RF0005	YP_009067785.1	-	2.899999999999999e-133	433.9	0.1	3.2999999999999993e-133	433.7	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	573	Klebsiella pneumoniae	YP_009067785.1	691243242	bacteria|complete|plasmid	PROVISIONAL	201
1703	ANT3	RF0027	YP_009067786.1	-	3.099999999999999e-165	540.8	1.0	3.399999999999999e-165	540.6	1.0	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	573	Klebsiella pneumoniae	YP_009067786.1	691243335	bacteria|complete|plasmid	PROVISIONAL	258
1704	ClassD	RF0056	YP_009067787.1	-	8.899999999999998e-68	221.1	0.0	9.899999999999998e-68	220.9	0.0	1.0	1.0	0	0	1	1	1	1	Class D beta-lactamases [ARO:3000075;ARO:3000017]	573	Klebsiella pneumoniae	YP_009067787.1	691243309	bacteria|complete|plasmid	PROVISIONAL	274
1705	TEM	RF0126	YP_009067789.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	573	Klebsiella pneumoniae	YP_009067789.1	691243337	bacteria|complete|plasmid	PROVISIONAL	286
1706	APH6	RF0034	YP_009067791.1	-	4.899999999999999e-149	488.3	1.7	5.3999999999999985e-149	488.1	1.7	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	573	Klebsiella pneumoniae	YP_009067791.1	691243404	bacteria|complete|plasmid	PROVISIONAL	276
1707	APH3''	RF0172	YP_009067792.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	573	Klebsiella pneumoniae	YP_009067792.1	691243365	bacteria|complete|plasmid	PROVISIONAL	267
1708	TEM	RF0126	YP_009067868.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	573	Klebsiella pneumoniae	YP_009067868.1	691245052	bacteria|complete|plasmid	PROVISIONAL	286
1709	AAC6-Ib	RF0005	YP_009067905.1	-	5.199999999999999e-133	433.1	0.1	5.899999999999998e-133	432.9	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	573	Klebsiella pneumoniae	YP_009067905.1	691245089	bacteria|complete|plasmid	PROVISIONAL	204
1710	CMY-LAT-MOX-ACT-MIR-FOX	RF0057	YP_009067906.1	-	4.899999999999998e-184	604.3	1.3	5.799999999999998e-184	604.1	1.3	1.0	1.0	0	0	1	1	1	1	A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c) [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	573	Klebsiella pneumoniae	YP_009067906.1	691245090	bacteria|complete|plasmid	PROVISIONAL	382
1711	CTXM	RF0059	YP_009068156.1	-	5.299999999999997e-192	629.3	4.0	5.899999999999997e-192	629.2	4.0	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	562	Escherichia coli	YP_009068156.1	691229214	bacteria|complete|plasmid	PROVISIONAL	291
1712	msbA	RF0107	YP_009068241.1	-	3.0999999999999983e-211	695.3	2.5	1.6999999999999996e-108	356.2	0.0	2.0	2.0	0	0	2	2	0	0	msbA: ATP-binding cassette (ABC) antibiotic efflux pump [ARO:3000460]	562	Escherichia coli	YP_009068241.1	691229301	bacteria|complete|plasmid	PROVISIONAL	1219
1713	TetA	RF0127	YP_009068274.1	-	2.0999999999999995e-214	704.6	23.6	2.399999999999999e-214	704.4	23.6	1.0	1.0	0	0	1	1	1	1	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	562	Escherichia coli	YP_009068274.1	691229334	bacteria|complete|plasmid	PROVISIONAL	424
1714	TEM	RF0126	YP_009068284.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	562	Escherichia coli	YP_009068284.1	691229344	bacteria|complete|plasmid	PROVISIONAL	286
1715	ANT3	RF0027	YP_009068294.1	-	8.299999999999998e-169	552.5	1.1	9.299999999999997e-169	552.3	1.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	562	Escherichia coli	YP_009068294.1	691229354	bacteria|complete|plasmid	PROVISIONAL	263
1716	CTXM	RF0059	YP_009068457.1	-	5.299999999999997e-192	629.3	4.0	5.899999999999997e-192	629.2	4.0	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	562	Escherichia coli	YP_009068457.1	691229521	bacteria|complete|plasmid	PROVISIONAL	291
1717	TEM	RF0126	YP_009068474.1	-	1.3999999999999993e-204	670.4	0.0	1.5999999999999993e-204	670.3	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	562	Escherichia coli	YP_009068474.1	691229538	bacteria|complete|plasmid	PROVISIONAL	286
1718	ANT3	RF0027	YP_009068492.1	-	4.3999999999999984e-169	553.4	1.1	4.899999999999998e-169	553.2	1.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	562	Escherichia coli	YP_009068492.1	691229560	bacteria|complete|plasmid	PROVISIONAL	263
1719	TEM	RF0126	YP_009068507.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	562	Escherichia coli	YP_009068507.1	691229575	bacteria|complete|plasmid	PROVISIONAL	286
1720	CTXM	RF0059	YP_009068512.1	-	5.299999999999997e-192	629.3	4.0	5.899999999999997e-192	629.2	4.0	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	562	Escherichia coli	YP_009068512.1	691229580	bacteria|complete|plasmid	PROVISIONAL	291
1721	Chlor_Acetyltrans_CAT	RF0050	YP_009068571.1	-	2.1999999999999997e-85	278.6	5.8	2.6999999999999996e-85	278.4	5.8	1.0	1.0	0	0	1	1	1	1	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	562	Escherichia coli	YP_009068571.1	691229639	bacteria|complete|plasmid	PROVISIONAL	219
1722	APH3''	RF0172	YP_009068679.1	-	1.1999999999999995e-164	539.0	0.1	1.3999999999999995e-164	538.8	0.1	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	562	Escherichia coli	YP_009068679.1	691229747	bacteria|complete|plasmid	PROVISIONAL	302
1723	APH6	RF0034	YP_009068680.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	562	Escherichia coli	YP_009068680.1	691229748	bacteria|complete|plasmid	PROVISIONAL	278
1724	TetA	RF0127	YP_009068689.1	-	3.5999999999999985e-212	697.2	25.3	3.999999999999999e-212	697.1	25.3	1.0	1.0	0	0	1	1	1	1	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	562	Escherichia coli	YP_009068689.1	691229757	bacteria|complete|plasmid	PROVISIONAL	399
1725	CTXM	RF0059	YP_009068695.1	-	5.299999999999997e-192	629.3	4.0	5.899999999999997e-192	629.2	4.0	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	562	Escherichia coli	YP_009068695.1	691229767	bacteria|complete|plasmid	PROVISIONAL	291
1726	ANT3	RF0027	YP_009068730.1	-	1.5999999999999997e-145	476.2	0.1	1.6999999999999996e-145	476.0	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	562	Escherichia coli	YP_009068730.1	691229802	bacteria|complete|plasmid	PROVISIONAL	262
1727	ANT3	RF0027	YP_009068856.1	-	1.5999999999999997e-145	476.2	0.1	1.6999999999999996e-145	476.0	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	562	Escherichia coli	YP_009068856.1	691229935	bacteria|complete|plasmid	PROVISIONAL	262
1728	CTXM	RF0059	YP_009068890.1	-	5.299999999999997e-192	629.3	4.0	5.899999999999997e-192	629.2	4.0	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	562	Escherichia coli	YP_009068890.1	691229969	bacteria|complete|plasmid	PROVISIONAL	291
1729	CTXM	RF0059	YP_009069013.1	-	5.299999999999997e-192	629.3	4.0	5.899999999999997e-192	629.2	4.0	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	562	Escherichia coli	YP_009069013.1	691230118	bacteria|complete|plasmid	PROVISIONAL	291
1730	ANT3	RF0027	YP_009069124.1	-	1.5999999999999997e-145	476.2	0.1	1.6999999999999996e-145	476.0	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	562	Escherichia coli	YP_009069124.1	691230229	bacteria|complete|plasmid	PROVISIONAL	262
1731	CTXM	RF0059	YP_009069602.1	-	4.799999999999998e-192	629.5	4.6	5.299999999999997e-192	629.3	4.6	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	562	Escherichia coli	YP_009069602.1	691230380	bacteria|complete|plasmid	PROVISIONAL	291
1732	TEM	RF0126	YP_009069708.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	YP_009069708.1	691206393	bacteria|complete|plasmid	PROVISIONAL	286
1733	CTXM	RF0059	YP_009069711.1	-	7.899999999999998e-187	612.4	4.8	8.799999999999999e-187	612.2	4.8	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	YP_009069711.1	691206396	bacteria|complete|plasmid	PROVISIONAL	291
1734	CTXM	RF0059	YP_009069720.1	-	7.899999999999998e-187	612.4	4.8	8.799999999999999e-187	612.2	4.8	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	YP_009069720.1	691206422	bacteria|complete|plasmid	PROVISIONAL	291
1735	CTXM	RF0059	YP_009069730.1	-	7.899999999999998e-187	612.4	4.8	8.799999999999999e-187	612.2	4.8	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	YP_009069730.1	691206445	bacteria|complete|plasmid	PROVISIONAL	291
1736	KPC	RF0083	YP_009070099.1	-	3.399999999999999e-209	685.8	3.6	3.7999999999999983e-209	685.6	3.6	1.0	1.0	0	0	1	1	1	1	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	573	Klebsiella pneumoniae	YP_009070099.1	691248938	bacteria|complete|plasmid	PROVISIONAL	293
1737	TEM	RF0126	YP_009070107.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	573	Klebsiella pneumoniae	YP_009070107.1	691248939	bacteria|complete|plasmid	PROVISIONAL	286
1738	KPC	RF0083	YP_009070224.1	-	3.399999999999999e-209	685.8	3.6	3.7999999999999983e-209	685.6	3.6	1.0	1.0	0	0	1	1	1	1	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	562	Escherichia coli	YP_009070224.1	691230488	bacteria|complete|plasmid	PROVISIONAL	293
1739	TEM	RF0126	YP_009070232.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	562	Escherichia coli	YP_009070232.1	691230489	bacteria|complete|plasmid	PROVISIONAL	286
1740	ClassD	RF0056	YP_009070328.1	-	1.0999999999999997e-108	355.2	1.8	1.1999999999999995e-108	355.1	1.8	1.0	1.0	0	0	1	1	1	1	Class D beta-lactamases [ARO:3000075;ARO:3000017]	470	Acinetobacter baumannii	YP_009070328.1	691228933	bacteria|complete|plasmid	PROVISIONAL	275
1741	APH3	RF0033	YP_009070402.1	-	1.1999999999999997e-128	420.9	0.0	1.3999999999999996e-128	420.7	0.0	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000126]	1280052	Acinetobacter sp. M131	YP_009070402.1	691508155	bacteria|complete|plasmid	PROVISIONAL	229
1742	AAC3	RF0002	YP_009070406.1	-	3.3999999999999996e-146	478.6	0.4	3.899999999999999e-146	478.4	0.4	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	1280052	Acinetobacter sp. M131	YP_009070406.1	691508118	bacteria|complete|plasmid	PROVISIONAL	286
1743	ClassD	RF0056	YP_009070416.1	-	4.599999999999999e-110	359.7	0.1	5.099999999999999e-110	359.6	0.1	1.0	1.0	0	0	1	1	1	1	Class D beta-lactamases [ARO:3000075;ARO:3000017]	1280052	Acinetobacter sp. M131	YP_009070416.1	691508159	bacteria|complete|plasmid	PROVISIONAL	280
1744	RND_efflux	RF0115	YP_009070421.1	-	1.1999999999999993e-302	999.6	26.6	1.399999999999999e-302	999.4	26.6	1.0	1.0	0	0	1	1	1	1	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	1280052	Acinetobacter sp. M131	YP_009070421.1	691508162	bacteria|complete|plasmid	PROVISIONAL	1033
1745	TEM	RF0126	YP_009070558.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	562	Escherichia coli	YP_009070558.1	691230594	bacteria|complete|plasmid	PROVISIONAL	286
1746	msbA	RF0107	YP_009070723.1	-	1.4999999999999992e-210	693.1	0.8	1.4999999999999996e-108	356.3	0.0	2.0	2.0	0	0	2	2	0	0	msbA: ATP-binding cassette (ABC) antibiotic efflux pump [ARO:3000460]	562	Escherichia coli	YP_009070723.1	691230759	bacteria|complete|plasmid	PROVISIONAL	1180
1747	TetA	RF0127	YP_009070769.1	-	2.0999999999999995e-214	704.6	23.6	2.399999999999999e-214	704.4	23.6	1.0	1.0	0	0	1	1	1	1	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	562	Escherichia coli	YP_009070769.1	691230805	bacteria|complete|plasmid	PROVISIONAL	424
1748	ANT3	RF0027	YP_009070796.1	-	8.299999999999998e-169	552.5	1.1	9.299999999999997e-169	552.3	1.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	562	Escherichia coli	YP_009070796.1	691230832	bacteria|complete|plasmid	PROVISIONAL	263
1749	APH6	RF0034	YP_009070800.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	562	Escherichia coli	YP_009070800.1	691230836	bacteria|complete|plasmid	PROVISIONAL	278
1750	APH3''	RF0172	YP_009070801.1	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	562	Escherichia coli	YP_009070801.1	691230837	bacteria|complete|plasmid	PROVISIONAL	267
1751	ANT3	RF0027	YP_009070862.1	-	1.5999999999999997e-145	476.2	0.1	1.6999999999999996e-145	476.0	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	562	Escherichia coli	YP_009070862.1	691230899	bacteria|complete|plasmid	PROVISIONAL	262
1752	CTXM	RF0059	YP_009070899.1	-	5.299999999999997e-192	629.3	4.0	5.899999999999997e-192	629.2	4.0	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	562	Escherichia coli	YP_009070899.1	691230936	bacteria|complete|plasmid	PROVISIONAL	291
1753	Chlor_Acetyltrans_CAT	RF0050	YP_009071093.1	-	2.1999999999999997e-85	278.6	5.8	2.6999999999999996e-85	278.4	5.8	1.0	1.0	0	0	1	1	1	1	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	562	Escherichia coli	YP_009071093.1	691235841	bacteria|complete|plasmid	PROVISIONAL	219
1754	msbA	RF0107	YP_009071110.1	-	4.5999999999999975e-212	698.1	2.6	2.3999999999999994e-109	358.9	0.0	2.0	2.0	0	0	2	2	0	0	msbA: ATP-binding cassette (ABC) antibiotic efflux pump [ARO:3000460]	562	Escherichia coli	YP_009071110.1	691235858	bacteria|complete|plasmid	PROVISIONAL	1219
1755	macB	RF0089	YP_009071137.1	-	3.299999999999998e-201	662.4	10.9	3.7999999999999986e-201	662.2	10.9	1.1	1.0	0	0	1	1	1	1	macB: subunit of efflux pump conferring antibiotic resistance [ARO:3000535]	562	Escherichia coli	YP_009071137.1	691235885	bacteria|complete|plasmid	PROVISIONAL	646
1756	TEM	RF0126	YP_009071370.1	-	4.599999999999998e-204	668.7	0.0	5.199999999999998e-204	668.6	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	562	Escherichia coli	YP_009071370.1	691237936	bacteria|complete|plasmid	PROVISIONAL	286
1757	Chlor_Acetyltrans_CAT	RF0050	YP_009071408.1	-	2.1999999999999997e-85	278.6	5.8	2.6999999999999996e-85	278.4	5.8	1.0	1.0	0	0	1	1	1	1	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	562	Escherichia coli	YP_009071408.1	692118363	bacteria|complete|plasmid	PROVISIONAL	219
1758	TEM	RF0126	YP_009071409.1	-	1.5999999999999994e-205	673.5	0.0	1.7999999999999995e-205	673.4	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	562	Escherichia coli	YP_009071409.1	692118364	bacteria|complete|plasmid	PROVISIONAL	286
1759	Qnr	RF0113	YP_009071439.1	-	6.1e-123	401.4	8.6	6.799999999999999e-123	401.3	8.6	1.0	1.0	0	0	1	1	1	1	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	562	Escherichia coli	YP_009071439.1	691239844	bacteria|complete|plasmid	PROVISIONAL	218
1760	TetA	RF0127	YP_009071447.1	-	4.099999999999998e-214	703.6	23.3	4.699999999999998e-214	703.4	23.3	1.0	1.0	0	0	1	1	1	1	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	562	Escherichia coli	YP_009071447.1	691239852	bacteria|complete|plasmid	PROVISIONAL	424
1761	KPC	RF0083	YP_009071463.1	-	3.399999999999999e-209	685.8	3.6	3.7999999999999983e-209	685.6	3.6	1.0	1.0	0	0	1	1	1	1	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	562	Escherichia coli	YP_009071463.1	691241792	bacteria|complete|plasmid	PROVISIONAL	293
1762	Qnr	RF0113	YP_009071503.1	-	6.1e-123	401.4	8.6	6.799999999999999e-123	401.3	8.6	1.0	1.0	0	0	1	1	1	1	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	562	Escherichia coli	YP_009071503.1	691241875	bacteria|complete|plasmid	PROVISIONAL	218
1763	AAC6-Ib	RF0005	YP_009071508.1	-	1.8999999999999998e-133	434.5	0.1	2.1999999999999993e-133	434.3	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	562	Escherichia coli	YP_009071508.1	691241790	bacteria|complete|plasmid	PROVISIONAL	199
1764	TEM	RF0126	YP_009071512.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	562	Escherichia coli	YP_009071512.1	691241793	bacteria|complete|plasmid	PROVISIONAL	286
1765	CTXM	RF0059	YP_009071515.1	-	4.699999999999998e-193	632.8	4.5	5.199999999999998e-193	632.6	4.5	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	562	Escherichia coli	YP_009071515.1	691241840	bacteria|complete|plasmid	PROVISIONAL	291
1766	ArmA_Rmt	RF0174	YP_009071636.1	-	3.9999999999999994e-108	353.4	0.0	4.599999999999999e-108	353.2	0.0	1.0	1.0	0	0	1	1	1	1	16S rRNA methyltransferase providing aminoglycoside resistance	573	Klebsiella pneumoniae	YP_009071636.1	691250857	bacteria|complete|plasmid	PROVISIONAL	300
1767	NDM-CcrA	RF0108	YP_009071638.1	-	3.6999999999999994e-111	363.3	0.1	4.199999999999998e-111	363.1	0.1	1.0	1.0	0	0	1	1	1	1	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	573	Klebsiella pneumoniae	YP_009071638.1	691250859	bacteria|complete|plasmid	PROVISIONAL	270
1768	KPC	RF0083	YP_009071725.1	-	3.8999999999999984e-209	685.6	4.0	4.3999999999999975e-209	685.4	4.0	1.0	1.0	0	0	1	1	1	1	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	573	Klebsiella pneumoniae	YP_009071725.1	691252380	bacteria|complete|plasmid	PROVISIONAL	293
1769	AAC6-Ib	RF0005	YP_009071732.1	-	2.899999999999999e-133	433.9	0.1	3.2999999999999993e-133	433.7	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	573	Klebsiella pneumoniae	YP_009071732.1	691252311	bacteria|complete|plasmid	PROVISIONAL	201
1770	ANT3	RF0027	YP_009071733.1	-	3.799999999999999e-167	547.0	1.1	4.299999999999999e-167	546.8	1.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	573	Klebsiella pneumoniae	YP_009071733.1	691252354	bacteria|complete|plasmid	PROVISIONAL	262
1771	ClassD	RF0056	YP_009071734.1	-	8.899999999999998e-68	221.1	0.0	9.899999999999998e-68	220.9	0.0	1.0	1.0	0	0	1	1	1	1	Class D beta-lactamases [ARO:3000075;ARO:3000017]	573	Klebsiella pneumoniae	YP_009071734.1	691252339	bacteria|complete|plasmid	PROVISIONAL	274
1772	TEM	RF0126	YP_009071736.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	573	Klebsiella pneumoniae	YP_009071736.1	691252350	bacteria|complete|plasmid	PROVISIONAL	286
1773	APH6	RF0034	YP_009071738.1	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	573	Klebsiella pneumoniae	YP_009071738.1	691252385	bacteria|complete|plasmid	PROVISIONAL	278
1774	APH3''	RF0172	YP_009071739.1	-	1.0999999999999997e-154	506.4	0.3	1.1999999999999998e-154	506.3	0.3	1.0	1.0	0	0	1	1	1	1	Streptomycin phosphotransferase	573	Klebsiella pneumoniae	YP_009071739.1	691252358	bacteria|complete|plasmid	PROVISIONAL	252
1775	Qnr	RF0113	YP_009071799.1	-	6.1e-123	401.4	8.6	6.799999999999999e-123	401.3	8.6	1.0	1.0	0	0	1	1	1	1	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	72407	Klebsiella pneumoniae subsp. pneumoniae	YP_009071799.1	691253440	bacteria|complete|plasmid	PROVISIONAL	218
1776	VIM	RF0162	YP_009071806.1	-	2.999999999999999e-181	593.3	2.7	3.399999999999999e-181	593.2	2.7	1.0	1.0	0	0	1	1	1	1	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	72407	Klebsiella pneumoniae subsp. pneumoniae	YP_009071806.1	691253437	bacteria|complete|plasmid	PROVISIONAL	266
1777	AAC6-Ib	RF0005	YP_009071807.1	-	1.1999999999999997e-126	412.3	0.1	1.2999999999999997e-126	412.2	0.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	72407	Klebsiella pneumoniae subsp. pneumoniae	YP_009071807.1	691253496	bacteria|complete|plasmid	PROVISIONAL	172
1778	APH3	RF0033	YP_009071808.1	-	5.799999999999999e-64	208.9	0.0	6.799999999999999e-64	208.7	0.0	1.0	1.0	0	0	1	1	1	1	aminoglycoside phosphotransferase (APH3) [ARO:3000126]	72407	Klebsiella pneumoniae subsp. pneumoniae	YP_009071808.1	691253497	bacteria|complete|plasmid	PROVISIONAL	264
1779	ANT3	RF0027	YP_009071809.1	-	8.299999999999998e-169	552.5	1.1	9.299999999999997e-169	552.3	1.1	1.0	1.0	0	0	1	1	1	1	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	72407	Klebsiella pneumoniae subsp. pneumoniae	YP_009071809.1	691253438	bacteria|complete|plasmid	PROVISIONAL	263
1780	Chlor_Acetyltrans_CAT	RF0050	YP_009071810.1	-	1.3e-50	164.9	0.0	1.5999999999999998e-50	164.7	0.0	1.0	1.0	0	0	1	1	1	1	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	72407	Klebsiella pneumoniae subsp. pneumoniae	YP_009071810.1	691253505	bacteria|complete|plasmid	PROVISIONAL	210
1781	KPC	RF0083	YP_009071849.1	-	3.399999999999999e-209	685.8	3.6	3.7999999999999983e-209	685.6	3.6	1.0	1.0	0	0	1	1	1	1	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	573	Klebsiella pneumoniae	YP_009071849.1	691254992	bacteria|complete|plasmid	PROVISIONAL	293
1782	TEM	RF0126	YP_009071879.1	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0	0	1	1	1	1	TEM beta-lactamase (class a) [ARO:3000014]	573	Klebsiella pneumoniae	YP_009071879.1	691255085	bacteria|complete|plasmid	PROVISIONAL	286
1783	CTXM	RF0059	YP_009071995.1	-	7.899999999999998e-187	612.4	4.8	8.799999999999999e-187	612.2	4.8	1.0	1.0	0	0	1	1	1	1	CTX-M beta-lactamase (class a) [ARO:3000016]	90371	Salmonella enterica subsp. enterica serovar Typhimurium	YP_009071995.1	691213541	bacteria|complete|plasmid	PROVISIONAL	291
